"Id","Data da venda","Preço unitario","Quantidade vencida","Descrição Eletrodoméstico","Nome do Fornecedor","Nome do Vendedor","Cidade","Estado","Nome Gerente","Cargo Gerente","Total de vendas"
2231,"2022-04-15",300,1,"Cafeteira elétrica 30 xícs","Oster","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",300
2232,"2023-07-20",2800,19,"Máquina de Lavar 15kg","Brastemp","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",53200
2233,"2022-09-26",650,13,"Micro-ondas 30L","Panasonic","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",8450
2234,"2022-05-13",1500,13,"Coifa de parede inox","Electrolux","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",19500
2235,"2025-06-04",220,5,"Panela elétrica de arroz","Mondial","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1100
2236,"2023-09-03",500,6,"Micro-ondas 25L","LG","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3000
2237,"2024-07-23",180,12,"Liquidificador 1000W","Arno","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",2160
2238,"2022-01-20",1000,8,"Purificador de água","Consul","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",8000
2239,"2024-06-20",3200,20,"Geladeira Frost Free 400L","Electrolux","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",64000
2240,"2025-04-23",300,3,"Cafeteira elétrica 30 xícs","Oster","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",900
2241,"2023-06-18",300,7,"Cafeteira elétrica 30 xícs","Oster","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2100
2242,"2022-11-13",450,15,"Aspirador de pó vertical","Philco","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",6750
2243,"2024-08-14",1800,10,"Fogão 5 bocas","Atlas","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",18000
2244,"2025-09-15",2500,14,"Lava-louças 10 serviços","Brastemp","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",35000
2245,"2022-03-18",280,19,"Grill elétrico","George Foreman","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",5320
2246,"2024-11-15",1800,9,"Fogão 5 bocas","Atlas","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",16200
2247,"2024-08-05",200,9,"Chaleira elétrica inox","Oster","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1800
2248,"2022-10-04",150,5,"Liquidificador 800W","Mondial","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",750
2249,"2025-05-04",90,5,"Ferro de passar seco","Britânia","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",450
2250,"2022-07-08",1500,20,"Aspirador de pó robô","Xiaomi","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",30000
2251,"2023-07-21",400,13,"Batedeira Planetária","Philco","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",5200
2252,"2025-09-18",150,5,"Liquidificador 800W","Mondial","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",750
2253,"2025-05-14",280,6,"Grill elétrico","George Foreman","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",1680
2254,"2025-05-02",600,8,"Exaustor de cozinha","Tramontina","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",4800
2255,"2024-08-19",850,2,"Bebedouro elétrico","IBBL","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1700
2256,"2025-10-20",150,18,"Sanduicheira elétrica","Mondial","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",2700
2257,"2024-07-22",850,5,"Bebedouro elétrico","IBBL","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",4250
2258,"2022-10-31",180,12,"Liquidificador 1000W","Arno","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",2160
2259,"2024-08-24",120,13,"Ferro de passar a vapor","Arno","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1560
2260,"2023-06-21",2200,6,"Freezer horizontal 300L","Consul","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",13200
2261,"2023-04-19",3000,5,"Lava-louças 14 serviços","Electrolux","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",15000
2262,"2024-03-07",2000,4,"Ar-condicionado Split 12k","LG","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",8000
2263,"2023-01-21",1500,11,"Coifa de parede inox","Electrolux","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",16500
2264,"2023-02-02",650,17,"Micro-ondas 30L","Panasonic","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",11050
2265,"2024-07-02",350,19,"Panela elétrica multifunc.","Britânia","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",6650
2266,"2023-11-13",300,5,"Cafeteira elétrica 30 xícs","Oster","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1500
2267,"2023-09-30",150,15,"Liquidificador 800W","Mondial","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",2250
2268,"2022-09-22",750,15,"Forno elétrico 35L","Philco","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",11250
2269,"2022-08-08",1200,3,"Fogão 4 bocas","Consul","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3600
2270,"2024-10-13",1000,10,"Purificador de água","Consul","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",10000
2271,"2024-01-12",600,6,"Exaustor de cozinha","Tramontina","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3600
2272,"2024-11-11",150,12,"Sanduicheira elétrica","Mondial","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",1800
2273,"2023-08-04",1200,9,"Cafeteira expresso","Nespresso","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",10800
2274,"2023-08-27",300,13,"Cafeteira elétrica 30 xícs","Oster","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3900
2275,"2023-05-31",150,4,"Sanduicheira elétrica","Mondial","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",600
2276,"2024-09-21",2000,10,"Ar-condicionado Split 12k","LG","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",20000
2277,"2025-03-26",850,15,"Bebedouro elétrico","IBBL","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",12750
2278,"2025-05-31",300,17,"Cafeteira elétrica 30 xícs","Oster","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",5100
2279,"2025-08-15",180,14,"Secador de cabelo 1600W","Philco","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",2520
2280,"2024-02-03",4500,14,"Geladeira Duplex 500L","Brastemp","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",63000
2281,"2024-02-28",400,16,"Batedeira Planetária","Philco","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",6400
2282,"2025-07-22",2200,16,"Máquina de Lavar 12kg","Samsung","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",35200
2283,"2023-03-02",250,7,"Secador de cabelo 2000W","Taiff","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",1750
2284,"2023-05-11",850,3,"Bebedouro elétrico","IBBL","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",2550
2285,"2024-05-22",900,13,"Forno elétrico 45L","Fischer","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",11700
2286,"2025-06-27",2200,2,"Freezer horizontal 300L","Consul","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",4400
2287,"2024-03-31",150,17,"Liquidificador 800W","Mondial","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",2550
2288,"2022-01-29",250,8,"Secador de cabelo 2000W","Taiff","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2000
2289,"2025-03-07",250,20,"Batedeira simples","Britânia","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",5000
2290,"2022-01-26",180,15,"Secador de cabelo 1600W","Philco","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2700
2291,"2022-05-30",180,10,"Liquidificador 1000W","Arno","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1800
2292,"2025-04-29",450,13,"Aspirador de pó vertical","Philco","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",5850
2293,"2025-01-10",500,14,"Micro-ondas 25L","LG","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",7000
2294,"2022-02-06",1500,5,"Coifa de parede inox","Electrolux","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",7500
2295,"2023-11-21",90,7,"Ferro de passar seco","Britânia","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",630
2296,"2024-07-09",300,7,"Cafeteira elétrica 30 xícs","Oster","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2100
2297,"2023-04-25",3000,12,"Lava-louças 14 serviços","Electrolux","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",36000
2298,"2025-05-23",2500,20,"Lava-louças 10 serviços","Brastemp","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",50000
2299,"2024-09-18",1500,2,"Coifa de parede inox","Electrolux","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",3000
2300,"2024-04-01",180,11,"Liquidificador 1000W","Arno","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",1980
2301,"2025-07-14",120,17,"Ferro de passar a vapor","Arno","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2040
2302,"2023-01-14",90,3,"Ferro de passar seco","Britânia","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",270
2303,"2022-07-24",150,16,"Sanduicheira elétrica","Mondial","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",2400
2304,"2024-12-03",2000,3,"Ar-condicionado Split 12k","LG","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",6000
2305,"2022-03-18",180,8,"Torradeira elétrica","Cadence","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",1440
2306,"2023-02-01",1200,10,"Fogão 4 bocas","Consul","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",12000
2307,"2025-10-31",150,9,"Liquidificador 800W","Mondial","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1350
2308,"2022-08-30",2800,11,"Ar-condicionado Split 18k","Samsung","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",30800
2309,"2025-07-29",1000,8,"Purificador de água","Consul","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",8000
2310,"2025-08-06",1800,10,"Fogão 5 bocas","Atlas","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",18000
2311,"2025-04-24",200,18,"Ventilador de mesa","Mondial","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3600
2312,"2022-07-15",180,3,"Torradeira elétrica","Cadence","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",540
2313,"2025-02-19",180,15,"Torradeira elétrica","Cadence","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2700
2314,"2024-02-21",1200,4,"Fogão 4 bocas","Consul","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4800
2315,"2024-11-18",450,18,"Aspirador de pó vertical","Philco","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",8100
2316,"2022-09-25",1500,16,"Aspirador de pó robô","Xiaomi","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",24000
2317,"2024-06-22",250,3,"Batedeira simples","Britânia","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",750
2318,"2022-12-08",750,12,"Forno elétrico 35L","Philco","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",9000
2319,"2022-05-22",200,12,"Ventilador de mesa","Mondial","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2400
2320,"2022-02-09",400,17,"Batedeira Planetária","Philco","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",6800
2321,"2025-11-19",500,17,"Micro-ondas 25L","LG","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",8500
2322,"2022-06-22",1500,16,"Coifa de parede inox","Electrolux","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",24000
2323,"2023-03-09",200,7,"Ventilador de mesa","Mondial","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",1400
2324,"2022-04-02",1500,5,"Aspirador de pó robô","Xiaomi","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",7500
2325,"2022-06-03",150,6,"Liquidificador 800W","Mondial","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",900
2326,"2022-02-05",350,15,"Ventilador de coluna","Arno","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",5250
2327,"2024-12-18",250,7,"Secador de cabelo 2000W","Taiff","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1750
2328,"2024-07-23",1000,9,"Purificador de água","Consul","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",9000
2329,"2023-03-16",200,14,"Ventilador de mesa","Mondial","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2800
2330,"2022-01-06",2800,9,"Máquina de Lavar 15kg","Brastemp","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",25200
2331,"2023-12-31",450,10,"Aspirador de pó vertical","Philco","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4500
2332,"2024-06-29",2800,16,"Ar-condicionado Split 18k","Samsung","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",44800
2333,"2025-08-31",180,16,"Secador de cabelo 1600W","Philco","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2880
2334,"2023-12-13",220,4,"Panela elétrica de arroz","Mondial","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",880
2335,"2025-10-23",90,14,"Ferro de passar seco","Britânia","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",1260
2336,"2022-10-26",180,2,"Liquidificador 1000W","Arno","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",360
2337,"2025-04-28",90,1,"Ferro de passar seco","Britânia","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",90
2338,"2022-05-26",90,7,"Ferro de passar seco","Britânia","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",630
2339,"2023-10-22",1800,4,"Fogão 5 bocas","Atlas","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",7200
2340,"2023-05-07",1200,6,"Cafeteira expresso","Nespresso","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",7200
2341,"2025-03-19",2500,19,"Freezer vertical 280L","Brastemp","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",47500
2342,"2024-11-25",400,6,"Batedeira Planetária","Philco","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",2400
2343,"2025-01-28",200,15,"Ventilador de mesa","Mondial","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",3000
2344,"2022-02-03",900,14,"Forno elétrico 45L","Fischer","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",12600
2345,"2023-05-25",650,8,"Micro-ondas 30L","Panasonic","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",5200
2346,"2023-10-14",1800,9,"Fogão 5 bocas","Atlas","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",16200
2347,"2025-08-10",1200,3,"Fogão 4 bocas","Consul","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",3600
2348,"2022-03-08",150,15,"Liquidificador 800W","Mondial","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2250
2349,"2022-05-19",650,12,"Micro-ondas 30L","Panasonic","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",7800
2350,"2024-06-06",2000,19,"Ar-condicionado Split 12k","LG","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",38000
2351,"2024-12-27",1200,17,"Fogão 4 bocas","Consul","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",20400
2352,"2023-07-10",400,11,"Batedeira Planetária","Philco","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",4400
2353,"2025-08-16",400,4,"Batedeira Planetária","Philco","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1600
2354,"2025-01-22",500,20,"Micro-ondas 25L","LG","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",10000
2355,"2022-03-26",200,20,"Chaleira elétrica inox","Oster","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",4000
2356,"2025-05-04",900,8,"Forno elétrico 45L","Fischer","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",7200
2357,"2025-12-23",900,18,"Forno elétrico 45L","Fischer","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",16200
2358,"2022-10-15",750,3,"Forno elétrico 35L","Philco","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",2250
2359,"2022-12-29",2200,19,"Máquina de Lavar 12kg","Samsung","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",41800
2360,"2024-03-21",1500,6,"Aspirador de pó robô","Xiaomi","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",9000
2361,"2023-06-03",180,1,"Liquidificador 1000W","Arno","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",180
2362,"2025-07-08",180,11,"Secador de cabelo 1600W","Philco","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",1980
2363,"2024-05-13",350,7,"Ventilador de coluna","Arno","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",2450
2364,"2024-11-22",2500,11,"Freezer vertical 280L","Brastemp","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",27500
